Protein IDs	Peptide counts (razor+unique)	Unique peptides	Peptides Walker TMT16	Unique peptides Walker TMT16	Q-value	Score	Identification type Walker TMT16	Reporter intensity corrected 1 Walker TMT16	Reporter intensity corrected 2 Walker TMT16	Reporter intensity corrected 3 Walker TMT16	Reporter intensity corrected 4 Walker TMT16	Reporter intensity corrected 5 Walker TMT16	Reporter intensity corrected 6 Walker TMT16	Reporter intensity corrected 7 Walker TMT16	Reporter intensity corrected 8 Walker TMT16	Reporter intensity corrected 9 Walker TMT16	Reporter intensity corrected 10 Walker TMT16	Reporter intensity corrected 11 Walker TMT16	Reporter intensity corrected 12 Walker TMT16	Reporter intensity corrected 13 Walker TMT16	Reporter intensity corrected 14 Walker TMT16	Reporter intensity corrected 15 Walker TMT16	Reporter intensity corrected 16 Walker TMT16	Only identified by site	Reverse	Potential contaminant	Peptide IDs
AT3G01130.2;AT3G01130.1	2;2	2	2	2	0	14.517	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1631;1760
AT3G01180.1	2	2	2	2	0	13.828	By MS/MS	63294	57919	69317	64204	60958	55827	56378	52759	61295	58739	49792	56221	54013	71293	67523	60149				5177;5754
AT3G01280.1	11	7	11	7	0	140.85	By MS/MS	1970700	1851800	1975400	1910200	1632600	1577800	1616700	1634300	1690300	1736600	1605100	1736800	1567100	1866200	1730300	1625700				6928;8293;8294;9787;10598;14184;16359;19699;19936;19937;20295
AT3G01290.1	2	2	4	2	0	13.614	By MS/MS	128530	154410	67679	58178	38930	43763	43759	74690	67902	76418	64739	45998	46589	56030	49490	71705				1461;3663;14811;17569
AT3G01310.2;AT3G01310.1;AT5G15070.1;AT5G15070.2	10;10;1;1	10	10	10	0	122.81	By MS/MS	361760	348780	402100	365660	330780	335010	340890	328770	375710	372560	333960	378170	323880	373800	338310	307560				3646;4411;5650;5738;12033;12179;13449;14348;16075;20252
AT3G01340.2;AT3G01340.1	4;4	3	4	3	0	33.905	By MS/MS	241890	231240	255970	239520	207680	198140	214690	203540	218960	241920	192900	217790	196550	244120	231270	208330				3787;4678;5756;19844
AT3G01380.1	2	2	2	2	0	17.259	By MS/MS	10005	9824.3	11132	10662	9008.6	9967.8	10817	9488.4	10998	8940.8	9095.5	9700.4	8193.3	12256	10501	7758.9				12309;13024
AT3G01390.2;AT3G01390.1	9;9	9	9	9	0	263.26	By MS/MS	1115800	996790	1299100	1111500	935240	975520	1052100	910070	1037700	959350	1036100	1019900	867850	967360	875330	944840				1727;3908;4404;8375;10066;10719;11454;15633;15634
AT3G01435.1	1	1	1	1	0.00074129	8.5661	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13309
AT3G01440.1	4	4	4	4	0	37.255	By MS/MS	223840	223940	235100	238170	219990	226280	212480	209950	217730	213860	199880	205020	192280	231300	211090	191870				6689;8796;10643;13888
AT3G01480.1;AT3G01480.2	16;11	16	16	16	0	323.31	By MS/MS	2039900	1897200	2069000	2103000	1891000	1947200	1832800	1766200	1842200	1856900	1818200	1807700	1816800	1894400	1883300	1681300				1176;1734;3431;4445;5665;6107;8908;9606;10280;11425;16076;16625;18571;19652;21249;21804
AT3G01500.1	12	2	20	2	0	323.31	By MS/MS	3422100	3280000	3665800	3672500	3286700	3593400	3220100	3142900	3211700	3320600	3035600	3280100	3091500	3689700	3390000	3163800				679;3785;4219;5063;7756;8075;8551;8552;10424;12135;14113;14114;19292;19484;19512;19513;19882;21380;21440;21606
AT3G01500.2;AT3G01500.3	1;1	1	19	1	0.0017238	6.6442	By MS/MS	27522	35680	44386	36554	36234	34062	33215	29594	30910	35162	20866	35809	33091	40396	45360	34579				679;3785;4219;5063;7756;8075;10424;12135;14113;14114;17626;19292;19484;19512;19513;19882;21380;21440;21606
AT3G01510.1	7	7	7	7	0	116.15	By MS/MS	255960	256440	276560	272830	243290	247450	239840	240330	255590	257150	227570	249680	237480	272700	246180	248320				1785;1906;6477;8266;9398;14274;20569
AT3G01520.1;AT5G14680.1	4;1	4	4	4	0	30.834	By MS/MS	183220	170340	171480	171220	162560	160140	166900	174170	176800	163880	145480	149540	155840	182480	159220	166510				3834;13873;19621;20507
AT3G01540.1;AT3G01540.4;AT3G01540.3;AT3G01540.2	2;2;2;2	2	2	2	0	46.01	By MS/MS	3062.3	3331.5	3189.2	4115.2	2698.8	2921.7	2747.6	2890.2	3453.6	2732.9	3813.2	3507.5	2463.3	2555.7	1999.6	2542.7				205;5086
AT3G01590.2;AT3G01590.1	2;2	2	2	2	0	21.661	By MS/MS	53051	57396	58004	54688	51122	48164	47891	51544	48966	52710	45877	48017	49122	58192	47677	48194				6992;19458
AT3G01640.1;AT5G14470.1	3;1	3	3	3	0	41.718	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				6036;12066;13307
AT3G01660.1	1	1	1	1	0.0019161	6.5178	By MS/MS	16392	17483	16696	16049	16241	15487	15577	19507	18331	17570	14388	14507	16464	16557	17767	16780				9160
AT3G01670.1	1	1	1	1	0.00075056	8.9296	By MS/MS	60401	61271	65480	65486	60473	65454	68548	59057	58181	64507	50894	57220	61722	81216	75999	62667				14575
AT3G01680.1	5	5	5	5	0	98.063	By MS/MS	122700	114100	152620	128460	104940	104750	113780	104530	115820	111430	103910	120400	96716	117300	100330	108540				2020;13058;17229;18627;20705
AT3G01780.1	4	4	4	4	0	42.631	By MS/MS	116790	114800	116690	112120	105960	90916	111260	99499	113770	113160	83228	102430	97484	122280	115690	107200				1891;2099;2924;3307
AT3G01800.1	1	1	1	1	0	11.343	By MS/MS	31921	28504	29058	25960	27699	30481	28753	32171	32145	31376	27067	31177	29425	31658	27941	30336				2725
AT3G01810.1;AT3G01810.3;AT3G01810.2	4;4;3	4	4	4	0	54.046	By MS/MS	27628	26979	32215	31477	21404	24036	27160	23539	29545	31251	23482	31708	26664	30775	27265	26730				1928;3569;16773;18238
AT3G01890.1	1	1	1	1	1	-2	By MS/MS	34647	30798	29727	35011	27937	30967	32964	28291	33708	36501	28988	26006	30214	33807	30072	33718	+			13763
AT3G01910.1;AT3G01910.2;AT3G01910.3	10;7;3	10	10	10	0	100.12	By MS/MS	376380	359110	411720	384900	361080	314520	338510	340060	359730	374820	331400	362130	323970	384230	365920	331580				2160;5481;8324;8679;8705;8973;11082;12825;15946;20964
AT3G02050.1	1	1	1	1	0.00074092	8.5602	By MS/MS	24552	25050	27923	28325	24417	26553	24462	21249	24754	29605	23170	24595	20954	23302	25315	23413				17676
AT3G02060.2;AT3G02060.1	1;1	1	1	1	0.0007726	10.101	By MS/MS	39339	37609	42647	42122	46663	35355	41516	41677	45046	47808	36446	44981	36773	47891	46208	36827				5050
AT3G02080.1	7	3	7	3	0	64.698	By MS/MS	319010	293460	362420	326300	276260	229020	249110	224530	288140	303130	225000	302820	240790	364180	307890	269480				3219;5079;7689;8923;9298;11999;16492
AT3G02090.1;AT3G02090.2	13;11	13	13	13	0	309.55	By MS/MS	1048200	1001200	1160100	1064300	909990	885920	917480	916790	985720	974610	877820	929440	913970	1059800	986360	895270				288;3046;8900;9133;12769;13830;15107;15588;18246;19159;19996;20529;21514
AT3G02180.3;AT3G02180.2;AT3G02180.1	1;1;1	1	1	1	0.0050968	6.0233	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				8490
AT3G02200.2;AT3G02200.1	12;10	11	12	11	0	161.43	By MS/MS	733080	684790	772570	747680	675670	635580	662570	636270	700990	684440	603270	657820	674640	847140	781710	650870				1901;2220;3225;3409;4049;12232;12233;18830;20663;20678;21258;21529
AT3G02220.1	2	2	2	2	0	13.128	By MS/MS	22399	22128	30635	25299	25555	18956	22349	16234	25631	28256	20247	29427	20601	32475	24480	18785				3167;9799
AT3G02230.1	11	3	11	3	0	90.028	By MS/MS	593980	559030	671530	606930	484540	442020	481190	454330	505520	540700	469870	600290	438610	571350	555470	500550				1862;1863;2260;4228;4639;7816;8855;18172;18206;21489;21790
AT3G02260.1	8	8	8	8	0	78.176	By MS/MS	232940	230510	236870	211230	179030	171570	192350	190220	204690	211730	177000	190350	181250	216060	191010	175400				454;3134;11658;12080;12768;16546;16564;21686
AT3G02320.1	1	1	1	1	0.00073819	8.4655	By MS/MS	28477	23699	32601	27450	27432	22439	25899	25751	26859	26829	23929	31727	22319	34005	28176	21208				13498
AT3G02350.1	3	2	3	2	0	20.28	By MS/MS	59165	55903	67769	63390	56381	49824	59122	55308	63327	62946	54617	68631	53341	68112	64964	54813				7741;9657;11785
AT3G02360.2;AT3G02360.1	13;13	13	16	13	0	112.61	By MS/MS	452660	416050	429300	420920	372760	355080	368190	364630	379260	388800	348390	373810	336270	396570	382520	354300				809;3603;3946;5609;7289;7591;9461;12387;13880;14132;15132;15133;18436;19332;19842;21179
AT3G02420.1	2	2	2	2	0	37.346	By MS/MS	3821	5208.1	6657	4435.8	4460.7	2808.3	3040.3	3729	4440.1	4044.5	4410.8	4786	3398.6	3732.7	3991.6	3799.4				14769;18733
AT3G02450.1	1	1	2	1	0.0047016	6.036	By MS/MS	24549	23989	35747	28152	25343	21197	24095	17525	23830	23202	18939	23194	21373	27942	29189	20801				4326;8700
AT3G02520.1	1	1	11	1	0	37.788	By MS/MS	40134	40056	38400	29918	27170	26255	32143	30417	31629	29980	26693	31633	28987	33495	31522	32249				3651;4000;9589;10515;11121;11122;14275;14798;15965;18898;21358
AT3G02530.1	1	1	7	1	0.00091345	7.285	By MS/MS	34432	33655	38228	34919	30860	27917	28231	28463	31445	30993	27393	29263	26708	36566	33557	28572				1702;2028;8099;13673;15097;20108;20184
AT3G02540.1;AT3G02540.3;AT3G02540.2	2;2;2	2	4	2	0	46.725	By MS/MS	184600	170950	184860	186530	172830	164530	172760	145390	164600	175020	143240	158220	163760	200740	180520	167140				93;14139;14519;16701
AT3G02560.2;AT3G02560.1	6;6	4	6	4	0	109.21	By MS/MS	180290	169760	205480	183450	179590	139230	164430	155350	163150	173190	135860	147540	177370	213160	199970	152140				2333;3182;3837;3911;8631;11541
AT3G02630.1	1	1	5	1	0.0009147	7.2969	By MS/MS	20681	22960	23599	20500	21066	18104	20147	18503	21649	24002	18422	19301	19659	23403	21118	21472				1992;11568;11796;18025;21594
AT3G02650.1	2	2	2	2	0	19.793	By MS/MS	18949	15513	20564	18512	17851	15369	13940	14075	18497	17174	15023	19503	12975	19036	16750	16325				7701;20661
AT3G02660.1	7	7	7	7	0	54.633	By MS/MS	359550	349110	425540	389730	322560	322440	324460	293390	341840	346830	292510	344530	319150	393840	352030	320090				1973;8159;9019;15811;16771;18451;19323
AT3G02720.1	1	1	1	1	0	19.529	By MS/MS	67169	58193	61334	62101	62124	58559	62443	70578	59989	63534	57508	52041	59962	66145	66275	55541				12377
AT3G02730.1	3	3	3	3	0	35.29	By MS/MS	339610	317090	330800	360060	347860	372100	330680	309070	323610	327610	303620	312380	347890	338690	345560	293370				11323;21292;21297
AT3G02750.1;AT3G02750.2;AT3G02750.3	6;6;6	6	6	6	0	86.743	By MS/MS	142380	129570	155500	150360	133600	126920	144980	126940	153130	149790	129320	142000	132680	148660	135710	136940				1068;4028;4519;4845;11433;15491
AT3G02760.1	9	9	9	9	0	90.021	By MS/MS	214550	208120	243770	229950	191300	187400	205520	185200	213710	208400	173350	204090	194480	241750	212330	195170				727;1844;4998;8119;9207;10253;11085;11910;14903
AT3G02770.1	2	2	2	2	0	28.368	By MS/MS	289660	323210	281760	312410	261840	241780	246420	250480	254720	262280	233820	250170	230860	264090	261780	234060				747;1340
AT3G02780.1	9	6	9	6	0	86.082	By MS/MS	269630	240070	294300	281440	233380	219680	230200	202960	246030	243830	218500	245960	221050	263950	258750	225890				731;2548;5663;10736;12288;13105;15640;20481;21370
AT3G02830.1	3	3	3	3	0	16.611	By MS/MS	22399	23356	25271	22078	19923	19053	20146	18679	21411	19381	20322	21752	18605	23730	19036	20455				1812;3540;17012
AT3G02860.1;AT3G02860.2	1;1	1	1	1	0.0013274	6.9435	By MS/MS	27507	22658	25515	23311	16283	15214	16402	16199	23087	24722	21151	23256	15406	22176	19307	18468				21620
AT3G02870.1;AT3G02870.2;AT3G02870.3	6;5;4	6	6	6	0	78.373	By MS/MS	234450	230800	236090	226030	230870	217070	226700	223990	225210	228450	191270	199370	216940	246690	243550	211870				384;385;2015;5160;20440;20521
AT3G02880.1	8	5	8	5	0	73.732	By MS/MS	255180	242560	274210	256390	219970	216230	234490	221440	230040	221330	220350	223940	211090	251760	214470	220210				1059;1595;3331;6784;13093;16368;17342;21685
AT3G02900.2;AT3G02900.1	2;2	2	2	2	0	12.321	By MS/MS	174670	165980	205040	188850	142770	132880	148550	125830	147970	153540	136380	160740	146060	168810	160630	149290				10826;14573
AT3G02920.1;AT3G02920.2	2;2	2	2	2	0	11.75	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9883;18398
AT3G03060.1	2	2	2	2	0	12.221	By MS/MS	26982	22896	27413	24850	22522	21059	20071	22123	23411	28157	23637	28442	22272	27547	25341	23142				15673;18772
AT3G03100.2;AT3G03100.1	3;3	3	3	3	0	16.221	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				8019;21185;21688
AT3G03250.1	16	8	16	8	0	275.4	By MS/MS	2316200	2126000	2345200	2310800	2082600	2063000	2092600	1970000	2472700	2558500	2144700	2488500	1951200	2383100	2168500	2053100				215;6441;9377;9981;10772;12967;13802;14043;14166;16008;16456;16639;18532;19248;20478;20756
AT3G03340.1;AT5G17440.1	1;1	1	1	1	0.00092894	7.5104	By MS/MS	20273	16241	18991	18235	17845	15112	15336	15729	16488	17504	12455	17085	16445	18963	20294	15594				8645
AT3G03380.1	4	4	4	4	0	29.161	By MS/MS	84771	73771	86536	82954	75075	68891	80511	70534	80702	78504	65275	81460	70788	92281	77521	76202				1349;5139;7877;20902
AT3G03420.1	2	2	2	2	0	18.347	By MS/MS	5557.8	4892	5050.4	3820.1	4589.7	4326	4558	3761.9	3715.3	3832.5	3137.9	4805.2	3965.6	4770.2	4517.5	4128.2				13361;16578
AT3G03570.1	1	1	1	1	1	-2	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			13553
AT3G03710.1	16	16	16	16	0	168.39	By MS/MS	1340900	1257100	1414000	1410000	1258000	1185500	1181500	1081800	1225100	1241700	1051900	1234800	1168500	1409700	1352700	1158900				1003;1213;1293;5075;7506;9188;10828;12457;16621;18327;18496;19147;19707;20175;21043;21254
AT3G03740.1	1	1	1	1	0.0002635	11.194	By MS/MS	7166.5	7410.6	9354.2	8547.4	6319.4	6898.1	8164.5	7114.8	8482	8731.3	6947.2	8386.9	7418.5	8973.5	8591.6	7903				2574
AT3G03780.3;AT3G03780.2;AT3G03780.1	7;7;7	7	26	7	0	70.515	By MS/MS	578560	525300	606580	592580	727510	676600	782840	622400	787930	845430	660010	733220	648860	695300	647090	653680				1006;1146;1253;1834;2492;2493;6264;7682;8189;8208;8759;9912;10035;10674;10746;10747;11031;12340;12341;13122;13623;16343;17692;20822;21421;21544
AT3G03890.1;AT3G03890.2	3;2	3	3	3	0	20.084	By MS/MS	114640	121440	118030	119190	93138	101550	95858	93399	116020	107050	103140	105740	90357	114140	96750	106180				2029;12751;18382
AT5G18180.1;AT3G03920.1	1;1	1	1	1	0	12.372	By MS/MS	55180	48077	74376	86743	85164	46306	66553	65537	78231	93710	50607	49014	50100	113350	55476	60535				19324
AT3G03960.1	14	14	14	14	0	192.69	By MS/MS	525960	491350	552440	509430	471740	447410	478340	446370	506290	506760	421190	482460	440430	576420	530430	477660				2143;2175;2512;8515;10305;11643;12257;14003;14437;15452;17962;19264;20978;21226
AT3G03980.1;AT3G04000.1;AT5G18210.1	3;1;1	3	3	3	0	16.548	By MS/MS	3927.3	4199	5201.9	4626.7	3078.3	3463.8	3885.8	3378.1	3983.1	3346.9	3811.9	4101.2	3637.2	4061	2991	3262.8				9552;19164;19228
AT3G04080.1	2	2	2	2	0	13.365	By MS/MS	29529	27470	29765	31186	26749	27909	25321	25977	25075	27809	23933	25576	24773	31469	27115	24250				23;24
AT3G04120.1	3	3	25	3	0	71.627	By MS/MS	619760	576560	641200	541110	499310	484460	483840	486430	556360	580050	490040	490430	521270	644400	645140	517580				194;219;220;823;824;1008;2601;2735;6516;7844;9454;10997;12858;13086;14390;14391;16092;17311;18391;18893;20116;20425;20782;20871;21332
AT3G04260.1	8	8	8	8	0	137.6	By MS/MS	291290	274720	336250	317620	260610	205600	237270	195600	248430	265030	185410	268740	245030	336110	317340	246000				535;5901;10256;13795;15533;16278;18432;21486
AT3G04290.1	1	1	1	1	0	37.869	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9599
AT3G04340.1	2	2	2	2	0	12.755	By MS/MS	14257	15168	18440	15826	11275	11048	10137	12383	10481	11431	10876	14645	10751	26448	13078	11423				1044;2149
AT3G04470.1	2	2	2	2	0	26.049	By MS/MS	41204	43185	52694	45112	39463	35782	39360	33898	42680	45453	34119	43942	37844	45498	40965	36971				800;15833
AT3G04490.1	1	1	1	1	0.00074701	8.8426	By MS/MS	8577.1	8025	10125	8101.5	9419.7	9718.6	9014.5	9335.4	10939	9766	8908.8	9333.3	7747.1	11440	10934	8018.4				11200
AT3G04520.2;AT3G04520.1	2;2	2	2	2	0	31.614	By MS/MS	48174	48063	51673	51643	41591	43576	49268	39778	44825	49589	36797	42356	41952	55001	46705	44412				13999;15949
AT3G04550.1	10	10	10	10	0	113.86	By MS/MS	293930	294420	331120	306280	299760	285780	317870	269930	312610	298020	225060	289290	289700	396900	336190	295640				4518;6497;9289;9645;12365;15211;18754;19080;20135;21204
AT3G04560.1	1	1	1	1	0.0037113	6.1314	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4112
AT3G04600.3;AT3G04600.2;AT3G04600.1	5;5;5	5	5	5	0	41.758	By MS/MS	224680	191810	239280	203070	171510	165010	184460	164260	199530	197070	170770	202440	174770	213340	193290	182910				11351;12848;14307;17581;21230
AT3G04610.1	3	3	3	3	0	27.108	By MS/MS	122150	115210	123590	117110	107610	94805	107590	98706	116450	125870	88829	104180	100390	137660	120160	103560				12260;16276;16277
AT3G04650.1	2	2	2	2	0	14.341	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12219;12558
AT3G04710.3;AT3G04710.1;AT3G04710.2	3;3;1	3	3	3	0	33.868	By MS/MS	159140	141070	156190	137780	154070	133630	139020	139360	150730	168150	114390	136640	142770	182940	179990	150250				756;2767;6338
AT3G04760.1	1	1	1	1	0.00090395	7.1634	By MS/MS	2393.5	3038.8	3741.6	3687.7	2819.4	2040.6	2728.9	3360.4	1954.1	2970.8	2464.9	3025.8	2540	2714.5	3496.7	3217.6				4756
AT3G04780.1	2	2	2	2	0	13.446	By MS/MS	52425	42258	56713	53032	42876	45797	44374	41080	47294	45081	38786	48351	44252	55919	47047	47704				11811;15897
AT3G04790.1	8	8	8	8	0	196.38	By MS/MS	2134700	1950300	2297700	2236800	2102200	2210700	1915400	1861100	1961800	1984700	1903400	1960100	1888200	2090500	2131300	1871800				1726;2165;6610;9181;12236;13817;16797;19338
AT3G04830.2;AT3G04830.1;AT5G28220.1	1;1;1	1	1	1	0.0019239	6.5515	By MS/MS	20392	18934	21407	19593	18165	16382	18810	18937	17186	19650	14545	16084	17116	21784	21338	18753				11428
AT3G04840.1	13	8	13	8	0	157.85	By MS/MS	729920	809210	956830	847830	648100	551550	667960	581230	676270	722980	545480	722850	629040	837100	771280	588240				1639;2054;2157;6594;11556;12602;14618;14712;17854;18803;19372;19560;19561
AT3G04870.2;AT3G04870.1	11;11	11	11	11	0	77.121	By MS/MS	445630	429260	522260	502400	435800	432520	446710	423730	468910	466970	411480	453770	422980	510080	462700	418830				711;3017;6838;9083;12782;14230;14512;14824;14878;17939;19188
AT3G04880.1	4	4	4	4	0	32.377	By MS/MS	80856	81113	94047	87461	84595	80849	80286	81483	80179	75751	82033	77343	78931	83049	85144	77627				774;5879;18761;20522
AT3G04890.1;AT3G04890.2	1;1	1	1	1	0	13.658	By MS/MS	28428	28132	26050	29995	25681	25687	26863	28482	27316	27138	24739	22550	27631	27967	26581	23926				12261
AT3G04910.3;AT3G04910.2;AT3G04910.1	2;2;2	2	2	2	0	11.77	By MS/MS	225530	230450	112520	147660	213530	221760	215010	254650	225420	193300	122810	100580	181230	220610	158200	218860				5214;18026
AT3G04920.1	3	2	3	2	0	27.889	By MS/MS	248870	256010	283200	274640	218410	195790	218920	198750	227960	229600	193170	257100	203270	261320	255910	182830				3464;10860;17298
AT3G04940.1;AT5G28030.2;AT5G28030.1	2;1;1	2	4	2	0	14.299	By MS/MS	71356	75122	79549	77799	62267	65111	67952	61033	72224	69656	61324	68163	64127	74030	68924	67210				8045;8898;11502;11974
AT3G05000.1	2	2	2	2	0	95.23	By MS/MS	92985	92602	102270	92821	86006	81113	89529	79600	90328	92679	75564	90339	82103	96408	93030	85789				5936;20586
AT3G05050.1	1	1	1	1	0.0015337	6.8536	By MS/MS	6218.8	5393	6558.1	4973.6	4817.7	5136.2	4677.9	3801.2	5192.5	5135.3	5022	5347.8	4007.7	5708.9	4479.1	4914.6				1463
AT3G05060.1;AT5G27120.1	3;1	3	3	3	0	24.484	By MS/MS	91794	89125	97827	91921	87435	76998	81125	74814	88646	94465	70507	98908	80047	104520	105630	77622				4579;13711;19301
AT3G05070.1	4	4	4	4	0	87.883	By MS/MS	108660	106320	116410	109820	92322	86911	94288	88876	103990	116250	87135	96357	87333	112260	98966	102500				172;1788;5333;6399
AT3G05120.1	1	1	1	1	0.0098433	5.9041	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				190
AT3G05165.5;AT3G05165.4;AT3G05165.3;AT3G05165.2;AT3G05165.1	1;1;1;1;1	1	1	1	0.001928	6.584	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3694
AT3G05200.1	1	1	1	1	0.00072622	8.124	By MS/MS	25254	25477	26562	23497	17671	17756	18970	18997	20810	22760	18398	18214	21340	24567	22424	19438				1770
AT3G05280.1	1	1	1	1	0	11.512	By MS/MS	42704	44818	52231	45703	40764	39023	42464	35424	40835	43452	37063	43461	42099	44941	45955	43096				13688
AT3G05350.1	5	5	5	5	0	51.829	By MS/MS	81294	83563	98091	97135	75585	79639	77652	74749	79741	81843	74256	81482	71844	87893	83385	75336				7236;11593;12849;13912;19693
AT3G05420.1	5	1	5	1	0	38.904	By MS/MS	275080	246030	286350	254250	224710	222190	231690	196530	236040	229830	202610	232480	201270	252800	233820	216640				1859;2068;3079;14917;16247
AT3G05420.2	1	1	5	1	0.00073117	8.2392	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1858;2068;3079;14917;16247
AT3G05500.1	3	3	3	3	0	18.446	By MS/MS	101810	77541	84503	84974	85762	67941	88174	84579	76785	79787	73487	77547	72879	83471	78754	78978				2060;6266;19362
AT3G05520.1;AT3G05520.2	1;1	1	1	1	0	12.424	By MS/MS	12257	10531	12867	12964	12024	9777.1	11553	11849	12100	10274	10070	10898	10291	14858	11858	10425				310
AT3G05530.1	13	3	13	3	0	178.88	By MS/MS	1441600	1316500	1528700	1423000	1232800	1132700	1192100	1123300	1252900	1311700	1166600	1318500	1227000	1485900	1436300	1224200				261;1440;2050;2621;3672;6377;8702;9710;11150;15034;15296;15517;18492
AT3G05560.3;AT3G05560.2;AT3G05560.1	5;5;5	2	5	2	0	44.86	By MS/MS	548410	537400	604800	566550	521490	476960	500050	443420	495700	523150	402350	487560	530530	745210	623170	515590				765;8749;9762;10640;21407
AT3G05625.1	1	1	1	1	0.0015161	6.7215	By MS/MS	37941	36790	41731	38381	35685	37832	41230	36141	43251	43273	30529	34534	32508	46150	36241	37204				14967
AT3G05680.1;AT3G05680.2	2;2	2	2	2	0	16.039	By MS/MS	11120	9278.9	12550	11775	10726	8064.5	9293.4	8058.6	12934	12017	9421.8	11773	10278	12298	12471	9058.6				14127;16813
AT3G05760.1	1	1	1	1	0.00092829	7.5031	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				20804
AT3G05840.2;AT3G05840.1;AT5G26751.1;AT5G14640.1;AT3G61160.1;AT3G61160.2;AT4G00720.1	2;2;1;1;1;1;1	2	2	2	0	13.207	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1923;12214
AT3G05900.1	36	36	36	36	0	323.31	By MS/MS	2614700	2344500	2955900	2823200	2198200	2195900	2414800	2049800	2473100	2414400	2324200	2440000	2198600	2747800	2164400	2175100				521;1741;1742;2282;2283;3693;3805;3888;3990;4432;4535;5157;5158;5724;5802;5806;5807;5910;5911;8983;8984;10238;10239;10240;10554;10555;11440;11441;15343;16218;18283;19126;19926;20908;20913;21838
AT3G05970.1	4	4	4	4	0	32.474	By MS/MS	304150	263210	265770	239040	182320	179640	189860	222080	219330	226100	205470	226380	192900	228100	207010	228270				5166;11602;12366;17680
AT3G06035.1	3	3	3	3	0	32.568	By MS/MS	135150	109950	146570	133020	125690	108180	134820	122070	130480	125770	106670	126840	124720	137710	132370	125130				3006;6997;14024
AT3G06050.1	7	7	7	7	0	228.5	By MS/MS	993380	969490	1009800	976800	862350	837820	752650	835520	825410	868240	824890	841470	768030	858600	924450	788220				2268;2560;6967;11110;16800;20681;21156
AT3G06110.1;AT3G06110.3;AT3G06110.2	1;1;1	1	1	1	0.00074423	8.651	By MS/MS	153580	141720	144790	141980	141000	139830	136480	131390	139240	135340	126470	129210	131290	143700	140710	134500				20781
AT3G06200.1	1	1	1	1	0.0013201	6.8909	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				18041
AT3G06270.1	1	1	1	1	0.0039103	6.1132	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				20813
AT3G06300.1	3	2	3	2	0	32.402	By MS/MS	90077	91323	94688	97675	82623	81827	88538	81238	75193	83018	80594	87631	86351	88312	83410	85240				5408;7924;16004
AT3G06350.1	7	7	7	7	0	101.98	By MS/MS	332920	316930	338130	323580	309360	273510	304750	283680	317420	322980	274730	289130	288780	344050	323470	292010				4004;4048;12123;16606;20520;21079;21080
AT3G06400.1;AT3G06400.2;AT3G06400.3	3;3;3	2	3	2	0	27.353	By MS/MS	59017	67498	72823	60013	49239	44639	52225	52554	53873	63714	45289	51708	47452	62902	56071	47423				3224;7414;10140
AT3G06430.1	3	3	3	3	0	23.487	By MS/MS	42232	38337	49075	45024	42569	38033	37660	32995	37538	38654	34074	38167	35562	44049	41199	34248				2939;11961;17027
AT3G06510.1;AT3G06510.2	7;7	7	7	7	0	87.854	By MS/MS	403910	445940	432420	422350	370900	396110	358620	387910	373760	397510	365280	360350	385050	415430	391880	364970				3714;4221;5870;5871;8794;11275;12983
AT3G06540.1	1	1	1	1	0.00076065	9.4562	By MS/MS	18245	15541	16347	14163	14508	12450	11623	14250	13411	14744	13395	14392	13714	15754	15114	14444				12292
AT3G06580.1	7	7	7	7	0	118.27	By MS/MS	196990	189280	226090	205600	185590	174800	179900	179680	185430	182980	164810	180510	178020	204900	189340	176170				1122;1499;3766;4523;4580;6195;18154
AT3G06610.1	3	3	3	3	0	46.398	By MS/MS	136100	123580	157250	141280	133630	114650	128550	112700	134300	131630	118750	123580	138580	157130	158400	125900				9813;13409;20486
AT3G06650.1	12	5	12	5	0	155.57	By MS/MS	788950	732660	832720	838580	727170	665970	710180	655050	723540	749940	639380	725620	710720	867950	793730	694400				2002;2835;5878;6130;6506;6776;9424;14452;15860;16474;19841;20758
