Protein IDs	Peptide counts (razor+unique)	Unique peptides	Peptides Walker TMT16	Unique peptides Walker TMT16	Q-value	Score	Identification type Walker TMT16	Reporter intensity corrected 1 Walker TMT16	Reporter intensity corrected 2 Walker TMT16	Reporter intensity corrected 3 Walker TMT16	Reporter intensity corrected 4 Walker TMT16	Reporter intensity corrected 5 Walker TMT16	Reporter intensity corrected 6 Walker TMT16	Reporter intensity corrected 7 Walker TMT16	Reporter intensity corrected 8 Walker TMT16	Reporter intensity corrected 9 Walker TMT16	Reporter intensity corrected 10 Walker TMT16	Reporter intensity corrected 11 Walker TMT16	Reporter intensity corrected 12 Walker TMT16	Reporter intensity corrected 13 Walker TMT16	Reporter intensity corrected 14 Walker TMT16	Reporter intensity corrected 15 Walker TMT16	Reporter intensity corrected 16 Walker TMT16	Only identified by site	Reverse	Potential contaminant	Peptide IDs
AT3G06670.1;AT3G06670.2	2;2	2	2	2	0	15.371	By MS/MS	20850	23834	22145	23031	19722	19826	21813	18373	19928	21433	17040	19622	21359	23968	25514	17645				5245;10868
AT3G06720.2;AT3G06720.1	1;1	1	5	1	0.00075758	9.3104	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13930;15767;17120;19256;19257
AT3G06730.1	4	4	4	4	0	28.272	By MS/MS	50369	50404	65077	56318	49533	45501	47765	41002	47466	47335	41248	53938	46568	58656	56590	50782				8095;8096;10765;19384
AT3G06810.1	2	2	2	2	0	20.825	By MS/MS	167950	154130	159290	160650	150890	133590	138520	134640	143250	155080	120070	142730	139960	154490	152120	141370				3897;8509
AT3G06860.1	4	4	4	4	0	29.999	By MS/MS	39601	37464	39066	33017	28756	27094	33727	33017	31523	32680	27797	29294	28520	39557	31473	36543				4064;8699;10024;19541
AT3G06930.1;AT3G06930.2	1;1	1	1	1	0.0030973	6.1522	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13515
AT3G06980.1	2	2	2	2	0	25.173	By MS/MS	11599	9870.3	11294	11058	10934	11011	11471	11328	9633.1	10970	8492.6	10674	10769	14184	12261	8994.8				2369;19910
AT3G07010.1	1	1	1	1	0.0013283	6.9476	By MS/MS	31522	36923	40694	39461	23105	19459	29815	31723	31261	29451	31959	31143	23856	32761	24895	26062				6641
AT3G07060.1	1	1	1	1	0.00090909	7.2211	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				14008
AT3G07090.1	1	1	1	1	0.000924	7.4215	By MS/MS	80659	64155	83407	64775	58063	53941	57735	56294	63265	70686	50449	64575	52417	78188	64738	64919				11419
AT3G07110.1;AT3G07110.2	3;3	2	3	2	0	22.636	By MS/MS	413960	485180	496690	458770	351470	304990	358950	330030	374760	412370	296060	378030	344420	433770	431700	339190				11774;13847;19557
AT3G07140.2;AT3G07140.1	1;1	1	1	1	0.004321	6.1074	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				7206
AT3G07160.1	3	3	3	3	0	30.043	By MS/MS	133210	130350	147210	137670	105000	108010	115450	110580	121020	114910	110990	121720	107020	138240	112240	118730				4832;13034;20057
AT3G07170.1	1	1	1	1	0.0015314	6.8188	By MS/MS	38813	34221	47599	37247	32818	29673	30749	31270	33432	35539	32537	36547	31588	37384	34333	30816				13854
AT3G07220.1	2	2	2	2	0	17.343	By MS/MS	15286	15585	13481	14598	13406	14414	13030	13695	11554	13218	12121	11825	10768	15604	14882	13436				1952;4021
AT3G07320.1	2	2	2	2	0	21.519	By MS/MS	16453	16001	20215	19858	20252	12455	13955	11293	14851	15186	12743	14505	13796	17055	18408	14444				5711;20114
AT3G07390.1	3	3	3	3	0	23.246	By MS/MS	357670	354170	349840	335590	282430	266950	278610	318540	311710	309970	291300	304540	285510	339590	321960	293200				9045;11132;13221
AT3G07470.1;AT3G07460.1;AT3G07460.2	2;1;1	2	2	2	0	12.227	By MS/MS	276560	265620	272280	273730	230650	234670	240130	236500	263270	242350	224640	237430	221420	273910	236590	239780				6973;10877
AT3G07480.1	4	4	4	4	0	32.974	By MS/MS	412350	383010	447850	434390	377300	362210	358480	329580	370130	375180	334090	375160	359230	451650	418480	352150				11332;12633;14858;19043
AT3G07565.2;AT3G07565.1;AT3G07565.3;AT3G07565.4	1;1;1;1	1	1	1	0	11.448	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				186
AT3G07568.1	1	1	1	1	0	17.773	By MS/MS	16620	16573	18589	17541	13955	14073	14625	14618	12948	17672	15904	14648	13342	15360	15577	11911				20578
AT3G07630.2;AT3G07630.1	3;3	3	3	3	0	49.573	By MS/MS	137090	135870	133950	124290	104730	103430	106190	105550	119420	124320	99937	120170	109880	137290	128420	113750				2391;3127;10384
AT3G07640.1	1	1	1	1	0.00077002	9.9736	By MS/MS	2900.4	3578.9	2241.4	3319.2	3362.3	2458.1	3478.3	3417.9	2932.3	2928.3	2651.1	2812.4	2181.8	4270.8	2600.8	3383.9				8511
AT3G07660.1	1	1	1	1	0	22.243	By MS/MS	54139	49806	51554	46918	55613	41055	51046	45705	62095	63224	49227	64675	34666	59293	55570	34397				17567
AT3G07670.1	2	2	2	2	0	15.42	By MS/MS	178620	172730	215930	216160	182080	167970	179030	161190	174260	191640	157480	189170	172190	212260	191890	173280				5686;8143
AT3G07720.1	3	3	3	3	0	19.781	By MS/MS	83325	83608	81127	76137	64075	68529	66173	64570	86424	87791	76985	88953	67106	81908	73280	75442				210;7707;17583
AT3G07770.1	4	4	9	4	0	37.808	By MS/MS	151050	144470	171960	155600	141340	129150	142090	136580	151730	160360	130210	160780	135560	176820	161230	140790				2599;4938;5202;6020;6131;6434;12783;14165;19580
AT3G07880.1	1	1	1	1	0	25.84	By MS/MS	27013	22930	30099	25317	22339	22764	24745	23744	23799	24309	21917	25151	23404	27526	25397	24397				5564
AT3G07950.1	1	1	1	1	0.00090868	7.2138	By MS/MS	181250	183240	190180	167780	151820	147810	163640	151930	175930	172430	145690	167280	150090	188540	175870	158050				14191
AT3G08010.1	4	4	4	4	0	42.991	By MS/MS	104640	98814	114840	114410	103960	109900	106390	93112	96575	102410	96712	96840	103840	122260	112030	99915				2570;4484;8473;21411
AT3G08030.2;AT3G08030.1	7;7	7	7	7	0	114.77	By MS/MS	768310	765910	854410	777370	695550	649880	686450	707940	672540	662600	597680	675800	674740	837760	810130	685700				5318;5628;11548;11742;14890;17845;18762
AT3G08510.3;AT3G08510.2;AT3G08510.1;AT3G55940.1	7;7;7;2	7	7	7	0	44.991	By MS/MS	446740	459290	521670	475470	410340	430640	408770	416590	445690	448900	407500	415330	379560	432880	401310	397580				3247;7022;9791;10812;15650;16527;19691
AT3G08530.1;REV__AT1G69270.1	6;0	5	34	5	0	48.333	By MS/MS	132230	128380	131670	117260	97947	101550	110290	106050	114020	114300	98032	107620	106140	124460	116140	109480				17;289;857;3999;4750;5719;5891;5956;6774;6848;8036;8241;8245;8355;10580;11285;12362;12575;14062;15468;15555;16384;17083;18896;19092;19200;19376;19982;19983;20282;20371;20552;20752;21488;21515
AT3G08580.1;AT3G08580.2;AT4G28390.1	14;14;5	9	14	9	0	105.26	By MS/MS	1266600	1234100	1337700	1180600	1070000	958720	1259900	1221200	1117300	1173600	942660	1029100	1096200	1247100	1219900	1068400				2119;2120;2783;7202;7612;7818;8265;13685;14938;17321;17745;17877;18241;21413
AT3G08590.2;AT3G08590.1	13;13	10	13	10	0	126.04	By MS/MS	816890	759860	826850	820450	666670	682050	741680	672860	773360	792880	717450	747090	657840	845490	696400	745440				599;1644;2211;2845;8503;8638;11459;13863;18061;19774;20511;21509;21593
AT3G08600.1	2	2	2	2	0	41.303	By MS/MS	178810	160200	223590	202960	166330	165150	162600	158890	173280	157350	157070	157740	156830	220330	159520	152740				8768;18673
AT3G08640.1	2	2	2	2	0	15.26	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				20127;21692
AT3G08680.2;AT3G08680.1	1;1	1	1	1	0.0019072	6.4404	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				489
AT3G08710.2;AT3G08710.1	2;2	2	2	2	0	15.611	By MS/MS	77041	78435	79540	77294	74093	69820	69932	73509	78543	78465	71905	75004	72298	84825	82155	73248				2053;10217
AT3G08740.1	8	8	8	8	0	71.913	By MS/MS	615110	578210	700750	677780	557980	526220	545050	482330	538210	556510	466510	596910	520010	676870	613280	527760				836;891;3011;3195;14710;19798;20014;20796
AT3G08770.1;AT3G08770.2	1;1	1	1	1	0.0021133	6.4058	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				15924
AT3G08780.2;AT3G08780.1	1;1	1	1	1	0.0023013	6.3148	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13261
AT3G08840.3;AT3G08840.2	1;1	1	1	1	0.0017271	6.6776	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1227
AT3G08890.2;AT3G08890.1	1;1	1	1	1	0.00091054	7.2363	By MS/MS	40455	33386	39868	36937	29991	25478	32194	24348	33397	32061	26235	31384	27625	36626	34348	34216				2625
AT3G08910.1	1	1	1	1	0	23.128	By MS/MS	23313	22753	26410	24520	24104	24483	25630	25396	21605	25923	23129	21648	25379	25949	24069	20223				9890
AT3G08940.2;AT3G08940.1	15;8	11	15	11	0	217.52	By MS/MS	4383600	4148000	4387400	4538000	4059500	4027500	4097100	4294700	4044400	3913700	3945500	3627000	4086300	4118800	3955700	3841800				1706;4246;6446;6447;6881;10450;11197;13881;13882;14322;14715;14748;17084;17496;18940
AT3G08943.1;AT3G08947.1	12;9	12	12	12	0	111.88	By MS/MS	204650	183130	224370	206990	186660	181160	183640	175350	191250	191080	168820	191010	186730	209620	198450	178550				222;1292;1435;3753;7178;10323;11130;11146;11219;16601;17928;20510
AT3G09050.1	4	4	4	4	0	32.73	By MS/MS	157080	178510	173650	183350	169040	151850	165510	155310	162990	210120	131820	132070	148880	182080	165420	149510				6242;12831;16431;19657
AT3G09090.2;AT3G09090.3;AT3G09090.1	1;1;1	1	1	1	0.00091366	7.2878	By MS/MS	17219	16209	16782	19000	18850	13429	18459	15529	16508	17774	16809	16365	17827	20292	19003	17522				1958
AT3G09100.2	1	1	1	1	0.00077861	10.491	By MS/MS	2823.3	3199.7	2128.2	2426.3	2209.4	2686.1	2984.7	2743.9	2434.1	2528.3	2314.6	2180.4	2690	3334	2618.4	2830.5				3410
AT3G09200.1;AT3G09200.2;AT2G40010.1;AT3G11250.1	9;8;6;6	9	9	9	0	149.06	By MS/MS	1016500	894880	1146400	1037700	955910	824190	913910	785150	915990	953840	774180	933840	896230	1154800	1073700	910900				6114;6306;7341;7379;8610;13899;19715;19745;19934
AT3G09250.1;AT3G09250.2	2;2	2	2	2	0	25.931	By MS/MS	36430	34828	47363	40519	33344	32911	39467	34532	40843	36206	32058	31414	32665	43586	37071	34234				3826;14863
AT3G09300.1;AT5G02100.1	3;1	3	3	3	0	37.395	By MS/MS	15916	14245	19611	16191	18094	14386	16698	20278	16863	17036	15624	14002	16816	15845	15926	17267				17620;21381;21492
AT3G09350.3;AT3G09350.2;AT3G09350.1;AT5G02150.2;AT5G02150.1	4;4;4;1;1	4	4	4	0	27.394	By MS/MS	152560	145090	151230	134510	117870	113350	128640	128600	140300	138380	120150	130220	125600	156920	137620	132350				2572;8166;16574;18645
AT3G09390.1	2	2	2	2	0	30.245	By MS/MS	27019	21029	18171	19665	43559	34132	31417	43580	36246	47790	46749	44697	70183	81416	53457	64436				14480;16018
AT3G09440.2;AT3G09440.1	13;13	12	27	12	0	260.26	By MS/MS	1968700	1848300	2015300	1885800	1712400	1599800	1692000	1732400	1763100	1926300	1646600	1781700	1644600	2063900	1992200	1702400				1943;2552;4837;5154;5584;6405;6985;7408;9558;9559;10551;11868;13143;13288;13614;13837;13860;13900;13935;14476;14505;15527;16511;16632;18853;19467;20484
AT3G09470.2;AT3G09470.1	1;1	1	1	1	0	11.518	By MS/MS	25049	24797	28600	24808	21141	22323	25114	24317	24333	25743	21195	21703	25543	25131	25721	23823				13957
AT3G09500.1;AT3G55170.2;AT3G55170.1	5;4;4	3	5	3	0	35.709	By MS/MS	381080	446910	478420	446650	324950	295770	323010	295790	337100	366380	265170	370690	302750	425400	382610	326420				10741;10896;12192;16096;16573
AT3G09560.3;AT3G09560.2;AT3G09560.1	1;1;1	1	1	1	0.0013236	6.9209	By MS/MS	72815	71738	68091	67876	69520	69294	70230	67463	72434	75140	58041	56288	62324	69893	59732	61721				16210
AT3G09580.1	5	5	5	5	0	57.144	By MS/MS	120500	122880	133700	127710	96110	106150	105870	106260	117160	117130	95108	105130	96844	131410	104290	108390				14474;15586;16061;17611;17864
AT3G09630.1;AT3G09630.2	17;15	8	17	8	0	164.67	By MS/MS	1114900	1184200	1400400	1182100	848960	729560	867260	790050	1068100	1055500	807920	1123700	775750	1073200	983850	814140				867;4409;9312;9566;10623;11214;11528;13770;13835;14287;14290;14507;15012;15675;15904;18487;19000
AT3G09650.1	1	1	1	1	0.00091638	7.3364	By MS/MS	7195.6	6675.5	8030.9	8312	6526.7	6352.4	5719	5402.2	8061.2	6592.9	6413	7268.6	6283.5	6719	7114	5821.5				2833
AT3G09670.2;AT3G09670.1	1;1	1	1	1	0	18.936	By MS/MS	10293	9923.5	10770	10338	8376.1	8876.4	8837.2	7390.8	9172.8	8433.8	7156.6	8325.5	9884.5	10922	10753	8776.9				10085
AT3G09740.1	9	9	9	9	0	170.25	By MS/MS	292240	274860	313450	311710	236940	233850	247780	248400	259990	262700	240970	255840	244640	298950	263820	251960				31;4150;6330;6376;9235;14325;14925;17507;18936
AT3G09770.2;AT3G09770.1	2;2	2	2	2	0	20.514	By MS/MS	70755	65085	79870	70567	86091	65688	55458	51605	62351	62650	54181	60419	93862	149340	63805	50612				431;11508
AT3G09810.1	3	3	8	3	0	36.479	By MS/MS	186160	176170	170360	161550	155340	153200	159930	183120	165730	156580	151610	139280	147680	170900	160130	154430				2022;8781;16863;17759;18540;18700;19127;21296
AT3G09820.1;AT3G09820.2	16;14	5	16	5	0	323.31	By MS/MS	2576000	2223800	2894000	2634100	2303900	2104300	2337900	2004400	2341300	2386600	2012100	2472900	2245100	2878800	2582500	2276100				778;6789;7798;8938;10825;11026;12344;12963;15805;16424;16814;18873;19222;19611;19773;21664
AT3G09840.1	38	7	38	7	0	323.31	By MS/MS	2984200	2651100	2892300	2696700	2269100	2192900	2352600	2261900	2448700	2580100	2123700	2450700	2254400	2847700	2670300	2414900				934;2901;3757;3798;4294;4865;5264;5265;5314;5918;6374;6418;7336;7381;7567;7848;8694;10317;10483;11028;11094;11143;11395;13918;15228;15477;15499;15769;15780;16271;17637;18921;19817;19818;19819;20109;21669;21779
AT3G09880.1	2	2	2	2	0	16.242	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				15303;16179
AT3G09980.1	4	4	4	4	0	26.119	By MS/MS	138620	140250	152340	146650	121080	120350	125550	122150	128940	132680	125570	128470	117590	143110	125890	115250				4123;4493;4494;17801
AT3G10020.2;AT3G10020.1	1;1	1	1	1	0.0007131	7.816	By MS/MS	10254	9761.8	12861	11855	10030	9853.4	11532	9885.2	12038	10418	9053.2	11564	10225	10628	10903	7804.2				13733
AT3G10040.1	1	1	1	1	0.0019052	6.4284	By MS/MS	104000	101810	119480	113820	80834	90572	74798	78437	91756	86767	104830	112370	75351	71525	78824	72515				9504
AT3G10050.1	3	3	3	3	0	20.439	By MS/MS	11464	10233	11209	10449	12270	10945	10856	9404.8	15894	12042	9282.6	11683	9944	13695	12371	12248				2828;6031;17524
AT3G10060.1	3	3	3	3	0	67.41	By MS/MS	441350	422210	497250	472970	380070	425900	381680	358980	433750	411150	387310	420240	343980	397680	359980	348610				13016;14977;15260
AT5G03850.1;AT3G10090.1	1;1	1	1	1	0.00074074	8.5571	By MS/MS	12191	10611	11793	11943	9438.4	9064.6	10053	9197.4	10472	10157	7136	9213.1	8409.1	13716	13892	9179.3				4652
AT3G10130.1	6	6	6	6	0	42.998	By MS/MS	52463	51803	49089	45382	36691	37505	36850	41881	42660	45645	36515	37183	36671	40995	37990	41693				6380;13453;14042;15185;15686;15758
AT3G10220.1	2	2	2	2	0	12.729	By MS/MS	126190	115570	132740	127990	126730	114110	127410	119630	113870	117730	104550	115380	114290	132880	147010	118090				19268;19654
AT3G10230.2;AT3G10230.1	2;2	2	2	2	0	15.716	By MS/MS	112860	120610	143040	131670	113590	109820	118720	114190	123770	124620	112380	119810	108760	127150	119820	108630				9915;18309
AT3G10270.1	1	1	1	1	0.00072098	7.9994	By MS/MS	4244.3	3741.5	5379.2	4839.8	3935.8	4508.9	4518.8	4347.8	4520.5	4888.9	4094	4090.8	3928.1	5787.9	5359.2	4722.3				11063
AT3G10330.1	1	1	2	1	0.00092937	7.5218	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				11730;18063
AT3G10350.1;AT3G10350.2	6;6	6	6	6	0	58.802	By MS/MS	212110	205420	239210	234760	216780	219490	210440	200850	221910	230300	208500	215730	200160	230290	237990	187780				2880;4370;10186;11032;11686;12230
AT3G10370.1	1	1	1	1	0.00075969	9.4235	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				16960
AT3G10380.1	2	2	2	2	0	28.628	By MS/MS	74548	75998	83314	76830	62281	60801	62477	62671	73074	75945	59285	65001	68886	75938	68643	62416				2045;2684
AT3G10410.1	2	2	2	2	0	12.504	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				6094;19048
AT3G10420.1;AT3G10420.2	1;1	1	1	1	0.00090806	7.2018	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				19647
AT3G10520.1	3	3	3	3	0	18.486	By MS/MS	30376	28583	32838	32831	26574	26299	27317	25618	29966	27241	26668	30484	27422	30883	28750	24017				3572;7449;8009
AT3G10570.1	1	1	1	1	1	-2	By MS/MS	0	0	815.31	442.91	740.2	273.04	256.18	267.7	0	711.8	488.98	643.46	685.95	553.55	862.79	459.75	+			14342
AT3G10640.2;AT3G10640.1	2;2	2	2	2	0	18.738	By MS/MS	1432.4	1506	1761.1	1724.2	1448.2	1904.1	2460.1	1841.2	1336.8	1190.1	1245.6	1446.5	1962.3	1483.5	1274.3	1252.2				1656;9939
AT5G04870.1;AT3G10660.1	2;2	2	2	2	0	18.301	By MS/MS	34145	35922	37763	32561	26251	26356	28592	28566	29314	30052	25777	31250	27820	35296	32571	27092				12243;12244
AT3G10670.1	3	3	3	3	0	61.695	By MS/MS	313890	292740	329890	325560	275470	264090	284930	236940	284140	297510	259330	288060	265240	329600	300180	274500				8391;11758;14628
AT3G10690.1	5	5	5	5	0	51.13	By MS/MS	22973	22267	27608	25535	27281	24457	22638	19753	22028	22884	19272	23854	23975	28906	28998	24008				9028;9975;15532;16974;18355
AT3G10700.1	1	1	1	1	0.00072481	8.0714	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				7847
AT3G10720.2	3	3	3	3	0	17.471	By MS/MS	94569	93368	107410	92693	68801	75878	84379	71841	87452	89611	85315	97339	75463	100990	83658	78278				2227;18250;19901
AT3G10740.1	3	3	3	3	0	24.255	By MS/MS	64269	70259	70887	64340	57460	59184	64263	58708	64381	56604	54629	55381	54041	74681	59823	57663				6070;6435;9517
AT3G10840.1	2	2	2	2	0	12.843	By MS/MS	57487	57934	68824	68733	63156	59754	53426	53064	56992	58042	50593	60346	56516	66467	61804	54883				6552;19955
AT3G10850.1	2	2	2	2	0	31.51	By MS/MS	40677	40481	44598	38359	33944	35805	42076	34826	38147	35598	30028	32900	35546	44910	37702	35588				14787;19354
AT5G05370.1;AT3G10860.1	2;2	2	2	2	0	14.711	By MS/MS	205590	221880	220080	210030	170310	163320	170790	176240	185420	196630	165080	180360	164910	202080	193360	170240				2342;9779
AT3G10920.2;AT3G10920.1	4;4	4	4	4	0	38.555	By MS/MS	395070	358400	405200	381320	329220	299090	314080	315180	346950	351870	334950	340310	311730	341920	339810	322390				13106;14211;21263;21264
AT3G10940.1	1	1	1	1	0.00071174	7.7683	By MS/MS	1151.5	1159	1275.7	1508.6	630.96	713.57	829.32	828.12	1050.2	1228.8	860.19	909.63	1140.4	674.35	642.16	623.11				5479
AT3G10970.3;AT3G10970.2;AT3G10970.1	2;2;2	2	2	2	0	13.302	By MS/MS	19347	16567	19068	15034	13639	15277	13662	13620	19350	15673	13253	16154	12796	16711	16791	13608				4986;15054
AT3G11130.1	36	7	36	7	0	323.31	By MS/MS	1911100	1864900	1922400	1843700	1645600	1598900	1693100	1678100	1695000	1719800	1557900	1631100	1632300	1912300	1774000	1657200				303;857;1790;3999;4192;4750;5719;5783;5956;6774;6848;8036;8241;8245;8355;10580;11285;12362;12575;14062;15351;15468;15555;15714;16384;17083;18896;19092;19200;19376;20172;20282;20371;20752;21488;21515
AT3G11170.1;AT5G05580.2;AT5G05580.1;AT2G29980.1	4;2;2;1	4	4	4	0	27.016	By MS/MS	133880	127960	169340	154910	160890	135570	154350	117440	153260	166590	133730	185550	132540	162850	167930	142480				6367;7932;10391;16517
AT3G11200.1;AT5G05610.2;AT5G05610.1	2;1;1	2	2	2	0	13.047	By MS/MS	560.19	0	912.66	766.46	555.91	373.55	693.73	520.22	0	388.94	0	739.59	651.47	538.32	247.91	0				8;18904
AT3G11210.1	1	1	1	1	0.0007371	8.4313	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				16979
AT3G11220.1;AT3G11220.2	1;1	1	1	1	0.00075834	9.3817	By MS/MS	44671	40795	50912	44573	40039	32570	38426	38375	46294	45349	33210	46580	37461	49778	48912	38822				4333
AT5G05780.1;AT3G11270.1;AT5G05780.2;AT3G11270.2	3;3;2;2	3	3	3	0	25.046	By MS/MS	302100	253170	302650	281940	257390	232020	251520	222820	249570	260640	229000	264640	215410	276080	266000	245870				2414;18503;20852
AT3G11330.1	3	3	3	3	0	18.537	By MS/MS	32197	27019	31718	30902	23480	23455	29208	20137	25563	24628	23131	25900	25361	28668	27579	25483				12185;12262;12925
AT3G11397.1;AT3G11402.2	1;1	1	1	1	0	12.817	By MS/MS	2918.2	1370.2	1602.5	2674.9	2341.8	2316.8	3224.5	2268.1	1193.4	2344.7	1656.1	1834.1	2018.5	2339.4	1647.2	2295.5				13338
AT3G11400.1;AT3G11400.2	4;4	4	4	4	0	29.095	By MS/MS	197420	184530	236110	191990	188460	175840	206430	173040	201500	187800	157180	180580	199690	261480	213990	194620				7550;15355;19540;21098
AT3G11450.1	1	1	2	1	0	13.498	By MS/MS	18412	15407	16200	15837	15372	12994	14564	18261	17846	16567	12793	14268	13805	20263	16908	13912				1394;9350
AT3G11510.1	1	1	6	1	0.00092187	7.4073	By MS/MS	52561	52908	53750	47552	45388	34076	44146	41412	47061	47901	39643	44271	40867	52172	47263	38564				402;2819;9256;18308;18579;19534
AT3G11560.4;AT3G11560.3;AT3G11560.2;AT3G11560.1	3;3;3;1	3	3	3	0	43.891	By MS/MS	31103	31314	31320	29008	25556	22260	25398	20893	31565	28794	25272	28746	25392	35967	29436	26798				5270;17366;17434
AT3G11630.1	5	5	11	5	0	119.64	By MS/MS	1402200	1239200	1397800	1429400	1226800	1236100	1164500	1132400	1221200	1256400	1139000	1217700	1217600	1422600	1347200	1207200				1586;1654;4805;8005;8006;10893;12658;16374;16472;17551;18427
AT3G11700.1;AT5G06390.1;AT3G52370.1	4;2;1	3	4	3	0	32.242	By MS/MS	55343	51213	72441	64199	51386	43683	55807	44605	62228	60637	55137	72136	45815	59156	50391	46059				10120;13073;16014;17630
AT3G11710.1	15	15	15	15	0	199.17	By MS/MS	1026700	1020100	1166000	1086900	942690	841250	943840	863620	988190	1006700	831520	957420	930670	1135200	1061900	948380				1348;2111;3202;6068;7331;7470;9071;10822;12739;12993;13408;14389;15098;15534;21555
AT3G11730.1	2	2	2	2	0	18.983	By MS/MS	26245	28408	31858	31887	28453	24807	25456	27018	28553	27330	28250	27737	29856	31524	31580	25655				1138;3610
AT3G11780.1;AT3G11780.2	2;2	2	2	2	0	16.112	By MS/MS	77167	67186	81493	80016	65012	70591	70936	64836	74785	67484	63986	68376	63500	74627	68163	71244				10023;20473
AT3G11820.1	4	1	4	1	0	30.245	By MS/MS	113140	120110	121770	107630	70821	74366	88481	90725	99740	100700	101150	78767	79751	94636	82623	84988				3778;7735;16874;21417
AT3G11830.2;AT3G11830.1	10;10	10	10	10	0	94.082	By MS/MS	333200	314390	357100	335760	288110	258700	279690	254710	302380	309320	249260	301910	274330	354880	316250	266540				6770;7626;9742;9788;11160;11161;12048;17825;17828;18117
AT3G11910.2;AT3G11910.1	5;5	5	11	5	0	39.65	By MS/MS	43090	40042	44762	43462	35385	35198	35401	33699	39479	39491	35115	38723	33436	42269	39765	36457				503;504;1193;2672;9309;11712;11814;12601;15269;18714;19478
AT3G11930.1;AT3G11930.2;AT3G11930.4;AT3G11930.3	6;6;6;6	5	5	5	0	98.139	By MS/MS	314410	277800	316450	298320	259050	271440	284570	276210	284520	262740	262610	240350	242860	308940	263060	271510				515;516;1718;5358;15173;18050
AT3G11940.2;AT3G11940.1	1;1	1	8	1	0	103.17	By MS/MS	243880	228690	287790	256380	217980	174510	185920	166420	212950	221250	167900	225460	197480	275660	276330	199270				1664;1936;12884;14826;14827;15743;15744;18200
AT3G11945.1;AT3G11945.2	2;2	2	2	2	0	15.615	By MS/MS	153450	162220	163520	164060	139320	140070	144170	141110	143080	138760	115480	139980	135030	174090	148080	146730				3292;8537
AT3G11950.2;AT3G11950.1	1;1	1	1	1	0.0043086	6.0768	By MS/MS	10880	9697.9	8688	9591.6	8186	7635.4	8145.7	7451.8	9974.3	9438.6	8408.5	9502	7516	9485.1	7773	9243.8				4657
AT3G11964.1	3	3	3	3	0	28.79	By MS/MS	7876.9	7047.1	8902.7	7544.4	7569.6	6924.9	6121.9	7590	9248.2	7581.7	6263.6	8369	6258.9	8878.4	8149.2	7273.7				1807;1838;16178
